effortid,date,year,month,day,population,area,section,activity,timestart,effort,observers,observernames,precip,cloud,windspeed,air,water,notchcode,turtleid,idquestionable,idcomments,obsid,method,utme,utmn,spatialproof,accuracy,accuracyDistance,sex,AgeAtCapture
16337,2015-06-04,2015,6,4,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:04:00,500,4,"Kim Dubois, Jeffie McNeil, Krista Jagger, Lauren Lawrence",None,20,Calm,17,13,"8-8,9",639,0,,78434,Visual survey,335057,4922493,0,,,M,
16337,2015-06-04,2015,6,4,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,12:04:00,500,4,"Kim Dubois, Jeffie McNeil, Krista Jagger, Lauren Lawrence",None,20,Calm,17,13,"3,9-3",3358,0,,78435,Visual survey,335064,4922527,0,,,,11
16338,2003-08-06,2003,8,6,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Radio Tracking,13:15:00,70,2,"Jeffie McNeil, Marnie Cooke",,80,Calm,24,21,"8-9,11",642,0,,38146,Incidental to radio tracking,,,0,,,F,20+
16363,2003-07-04,2003,7,4,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,11:13:00,56,1,Jeffie McNeil,None,100,Calm,24,21,"11-2,11",263,0,,38083,Incidental to trapping,334990,4922428,1,Point,10,M,
16364,2003-07-05,2003,7,5,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,10:50:00,8,1,Jeffie McNeil,,,,,,"11-2,10",262,0,,38062,Visual survey,334904,4922416,1,Point,10,F,20+
16364,2003-07-05,2003,7,5,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,11:00:00,20,1,Jeffie McNeil,None,80,Calm,24,22,"8-8,9",639,0,,37952,Incidental to trapping,334982,4922407,1,Within section,25,M,
16365,2003-07-06,2003,7,6,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,11:13:00,32,2,"Jeffie McNeil, Tom Herman",None,40,Calm,29,24,"11-8,10",273,0,,38020,Incidental to trapping,334934,4922455,1,Within section,25,F,
16367,2003-07-07,2003,7,7,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Bait and Check Traps,10:40:00,55,1,Jeffie McNeil,None,40,Calm,24,23,"11-8,10",273,0,,38021,Incidental to trapping,334994,4922421,1,Within section,25,F,
16367,2003-07-07,2003,7,7,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Bait and Check Traps,10:40:00,55,1,Jeffie McNeil,None,40,Calm,24,23,"11-2,11",263,0,,38084,Incidental to trapping,334982,4922407,1,Within section,25,M,
16367,2003-07-07,2003,7,7,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Bait and Check Traps,10:40:00,55,1,Jeffie McNeil,None,40,Calm,24,23,"11-1,2",257,0,,38131,Incidental to trapping,334982,4922407,1,Within section,25,M,20+
16369,2003-07-08,2003,7,8,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Check Traps,11:25:00,20,1,Jeffie McNeil,None,,,,,"8,9-8,9",612,0,,37943,Incidental to trapping,334596,4922607,1,Within section,25,M,6
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,15:17:00,222,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,31,23,"8-3,4",633,0,,78840,Incidental to trapping,334918,4922478,1,Point,10,M,20+
16484,2015-07-07,2015,7,7,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Set Traps,16:31:00,117,3,"James Neish, Kim Dubois, Oscar Thiebaut Rizzoni",None,50,Calm,31,23,"8-9,10",641,0,,78826,Incidental to trapping,334795,4922443,1,Point,10,M,20+
16489,2003-05-31,2003,5,31,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,16:19:00,42,2,"Jeffie McNeil, Troy Frech",None,80,Light,24,23,"8-8,10",637,0,,78725,Visual survey,334591,4922605,1,Point UTM Only,10,F,
16489,2003-05-31,2003,5,31,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,17:12:00,44,2,"Jeffie McNeil, Troy Frech",None,80,Light,24,23,"2,3-2,10",381,0,,78727,Visual survey,335012,4922434,1,Point,10,F,20+
16489,2003-05-31,2003,5,31,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,17:34:00,52,2,"Jeffie McNeil, Troy Frech",None,80,Light,22,23,"8-8,9",639,0,,78728,Incidental to radio tracking,335030,4922434,1,Point,10,M,
16490,2003-06-04,2003,6,4,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,11:58:00,24,2,"Jeffie McNeil, Jen, Tara",None,80,Light,24,16,"2,3-2,11",382,0,,38067,Visual survey,334817,4922452,1,Point,10,F,
16490,2003-06-04,2003,6,4,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Visual Survey,12:50:00,52,2,"Jeffie McNeil, Jen, Tara",None,80,Light,24,,"2,3-3,11",389,0,,37961,Visual survey,334895,4922379,1,Point,10,F,20+
16682,2005-07-07,2005,7,7,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,11:37:00,100,2,"Jeffie McNeil, Natacha Fontaine Seguin",None,100,Calm,21,20,"2,3-3,10",388,0,,78896,Incidental to trapping,334574,4922606,1,Point,10,F,20+
16682,2005-07-07,2005,7,7,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,11:37:00,100,2,"Jeffie McNeil, Natacha Fontaine Seguin",None,100,Calm,21,20,"2,3-8,11",394,0,,78897,Incidental to trapping,334585,4922625,1,Point,10,F,20+
16683,2005-07-08,2005,7,8,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,14:00:00,20,2,"Jeffie McNeil, Mike Lawton",None,80,Calm,24,21,"2,3-8,9",395,0,,78900,Incidental to trapping,334925,4922441,1,Point,10,F,18
16687,2005-07-11,2005,7,11,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,12:57:00,94,2,"Jeffie McNeil, Natacha Fontaine-Sqguin",None,95,Calm,25,20,"2,3-2,10",381,0,,78927,Incidental to trapping,335016,4922439,1,Point,10,F,20+
16687,2005-07-11,2005,7,11,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,12:57:00,94,2,"Jeffie McNeil, Natacha Fontaine-Sqguin",None,95,Calm,25,20,"8-8,9",639,0,,78928,Incidental to trapping,334956,4922474,1,Point,10,M,
16687,2005-07-11,2005,7,11,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Pull Traps,14:36:00,80,2,"Jeffie McNeil, Natacha Fontaine-Sqguin",None,95,Calm,24,22,"11-10,11",260,0,,78933,Incidental to trapping,334607,4922610,1,Point,10,M,26
16687,2005-07-11,2005,7,11,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Pull Traps,14:36:00,80,2,"Jeffie McNeil, Natacha Fontaine-Sqguin",None,95,Calm,24,22,"2,3-3,10",388,0,,78934,Incidental to trapping,334607,4922610,1,Point,10,F,20+
16707,2005-06-21,2005,6,21,ML (McGowan Lake),EB (East Brook),WP (Woodland Pool),Check Traps,19:00:00,10,2,"Jeffie McNeil, Tom Herman",None,40,Moderate,19,21,"2,9-1,10",418,0,,78963,Incidental to trapping,337235,4921931,1,Point,10,M,
16721,1996-07-19,1996,7,19,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,13:45:00,60,2,"Jeffie McNeil, Nat McMaster",None,,Moderate,26,26,unknown,718,0,,78968,Incidental to trapping,336949,4922364,1,Within section,25,,20+
588,2004-07-12,2004,7,12,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Set Traps,13:00:00,90,2,"Jeffie McNeil, Josie Todd",,0,,26,25,,,,,,,,,,,,,
589,2004-07-13,2004,7,13,ML (McGowan Lake),WB (West Bog),,Visual Survey,13:00:00,10,1,Jeffie McNeil,,0,,26.5,25,,,,,,,,,,,,,
589,2004-07-13,2004,7,13,ML (McGowan Lake),WB (West Bog),,Check Traps,13:15:00,15,1,Jeffie McNeil,,0,,27,25,,,,,,,,,,,,,
593,2004-07-27,2004,7,27,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Set Traps,16:20:00,100,2,"Jeffie McNeil, Troy Frech",,0,,27,28,,,,,,,,,,,,,
593,2004-07-27,2004,7,27,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Set Traps,17:10:00,100,2,"Jeffie McNeil, Troy Frech",,0,,27,28,,,,,,,,,,,,,
594,2004-07-28,2004,7,28,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,14:59:00,38,1,Jeffie McNeil,,0,,23,19,,,,,,,,,,,,,
595,2004-07-29,2004,7,29,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Bait and Check Traps,13:33:00,15,1,Jeffie McNeil,,0,,24,22,,,,,,,,,,,,,
595,2004-07-29,2004,7,29,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Bait and Check Traps,13:48:00,18,1,Jeffie McNeil,,0,,26,25,,,,,,,,,,,,,
596,2004-07-30,2004,7,30,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,11:39:00,32,2,"Jeffie McNeil, Daniel McNeil",,0,,25,24,,,,,,,,,,,,,
596,2004-07-30,2004,7,30,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,11:55:00,20,2,"Jeffie McNeil, Daniel McNeil",,0,,25,26,,,,,,,,,,,,,
597,2004-07-31,2004,7,31,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Pull Traps,13:59:00,86,2,"Jeffie McNeil, Troy Frech",,0,,29,27,,,,,,,,,,,,,
598,2006-06-03,2006,6,3,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,20:25:00,30,2,"Jeffie McNeil, Daniel McNeil",Mod - Heavy Rain,100,Calm,12,17,,,,,,,,,,,,,
1379,2004-06-09,2004,6,9,ML (McGowan Lake),WF (Westfield Bog),MB (Main Bog),Set Traps,14:45:00,45,1,Guillaume Bourque,,0,,0,0,,,,,,,,,,,,,
1379,2004-06-09,2004,6,9,ML (McGowan Lake),WF (Westfield Bog),T1,Set Traps,15:30:00,30,1,Guillaume Bourque,,0,,33,17,,,,,,,,,,,,,
1384,2004-06-10,2004,6,10,ML (McGowan Lake),WF (Westfield Bog),T1,Check Traps,12:30:00,60,2,Guillaume Bourque and Brennan Caverhill,,0,,0,0,,,,,,,,,,,,,
1384,2004-06-10,2004,6,10,ML (McGowan Lake),WF (Westfield Bog),MB (Main Bog),Check Traps,13:00:00,90,2,Guillaume Bourque and Brennan Caverhill,,0,,0,0,,,,,,,,,,,,,
1391,2004-06-11,2004,6,11,ML (McGowan Lake),WF (Westfield Bog),T1,Check Traps,11:00:00,30,1,Guillaume Bourque,,0,,0,0,,,,,,,,,,,,,
1391,2004-06-11,2004,6,11,ML (McGowan Lake),WF (Westfield Bog),MB (Main Bog),Check Traps,11:30:00,110,1,Guillaume Bourque,,0,,0,0,,,,,,,,,,,,,
1395,2004-06-12,2004,6,12,ML (McGowan Lake),WF (Westfield Bog),T1,Bait and Check Traps,20:10:00,20,1,Guillaume Bourque,,0,,0,0,,,,,,,,,,,,,
1395,2004-06-12,2004,6,12,ML (McGowan Lake),WF (Westfield Bog),MB (Main Bog),Bait and Check Traps,20:30:00,20,1,Guillaume Bourque,,0,,0,0,,,,,,,,,,,,,
1399,2004-06-13,2004,6,13,ML (McGowan Lake),WF (Westfield Bog),T1,Pull Traps,12:15:00,15,1,Guillaume Bourque,,0,,0,0,,,,,,,,,,,,,
1399,2004-06-13,2004,6,13,ML (McGowan Lake),WF (Westfield Bog),MB (Main Bog),Pull Traps,12:30:00,75,1,Guillaume Bourque,,0,,0,0,,,,,,,,,,,,,
1760,2005-07-09,2005,7,9,ML (McGowan Lake),MM (Mount Merrit Brook),P2 (Pond 2),Set Traps,14:30:00,45,3,"Guillaume Bourque, JP Hastey and Mike Lawton",,0,,0,0,,,,,,,,,,,,,
1760,2005-07-09,2005,7,9,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Set Traps,14:45:00,45,3,"Guillaume Bourque, JP Hastey and Mike Lawton",,0,,0,0,,,,,,,,,,,,,
1766,2005-07-10,2005,7,10,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Bait and Check Traps,13:40:00,120,2,Guillaume Bourque and JP Hastey,,0,,20,20,,,,,,,,,,,,,
1766,2005-07-10,2005,7,10,ML (McGowan Lake),MM (Mount Merrit Brook),P2 (Pond 2),Bait and Check Traps,14:40:00,40,2,Guillaume Bourque and JP Hastey,,0,,20,21,,,,,,,,,,,,,
1769,2005-07-11,2005,7,11,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Pull Traps,15:50:00,50,2,Guillaume Bourque and Jeffie McNeil,,0,,23,22,,,,,,,,,,,,,
1769,2005-07-11,2005,7,11,ML (McGowan Lake),MM (Mount Merrit Brook),P2 (Pond 2),Pull Traps,16:15:00,16,2,Guillaume Bourque and Jeffie McNeil,,0,,23,22,,,,,,,,,,,,,
2002,2007-04-01,2007,4,1,ML (McGowan Lake),WB (West Bog),1S (West Bog 1S),Visual Survey,14:06:00,28,2,"Jeffie McNeil, Troy Frech",None,0,Light,8,4,,,,,,,,,,,,,
2005,2007-04-23,2007,4,23,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,15:36:00,22,1,Jeffie McNeil,None,5,Moderate,24,15,,,,,,,,,,,,,
2005,2007-04-23,2007,4,23,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,17:27:00,5,1,Jeffie McNeil,None,10,Light,22,12,,,,,,,,,,,,,
2005,2007-04-23,2007,4,23,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,17:33:00,5,1,Jeffie McNeil,None,10,Light,22,15,,,,,,,,,,,,,
2005,2007-04-23,2007,4,23,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,15:15:00,10,1,Jeffie McNeil,None,5,Light,24,14,,,,,,,,,,,,,
2005,2007-04-23,2007,4,23,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,15:26:00,10,1,Jeffie McNeil,None,5,Light,24,12,,,,,,,,,,,,,
2008,2007-06-03,2007,6,3,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,15:22:00,16,2,"Jeffie McNeil, Troy Frech",None,90,Moderate,18,18,,,,,,,,,,,,,
2008,2007-06-03,2007,6,3,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,15:30:00,10,2,"Jeffie McNeil, Troy Frech",None,90,Light,18,19,,,,,,,,,,,,,
2008,2007-06-03,2007,6,3,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,16:10:00,10,2,"Jeffie McNeil, Troy Frech",None,100,Moderate,16,19,,,,,,,,,,,,,
2008,2007-06-03,2007,6,3,ML (McGowan Lake),JT (Joe Tom Brook),ML (Meadow Lake),Radio Tracking,17:05:00,20,2,"Jeffie McNeil, Troy Frech",None,100,Moderate,16,18,,,,,,,,,,,,,
2008,2007-06-03,2007,6,3,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Radio Tracking,17:15:00,10,2,"Jeffie McNeil, Troy Frech",None,90,Light,16,18,,,,,,,,,,,,,
2008,2007-06-03,2007,6,3,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Radio Tracking,17:20:00,10,2,"Jeffie McNeil, Troy Frech",None,80,Light,16,19,,,,,,,,,,,,,
2008,2007-06-03,2007,6,3,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Radio Tracking,17:30:00,10,2,"Jeffie McNeil, Troy Frech",None,70,Light,17,18,,,,,,,,,,,,,
2009,2007-06-06,2007,6,6,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Visual Survey,13:00:00,30,2,"Jeffie McNeil, Hanni Borgemann",None,90,Light,24,0,,,,,,,,,,,,,
2009,2007-06-06,2007,6,6,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Visual Survey,13:15:00,60,2,"Jeffie McNeil, Hanni Borgemann",None,90,Light,24,21,,,,,,,,,,,,,
2009,2007-06-06,2007,6,6,ML (McGowan Lake),EB (East Brook),C4 (Cove 4),Visual Survey,13:45:00,60,2,"Jeffie McNeil, Hanni Borgemann",None,90,Light,24,21,,,,,,,,,,,,,
2009,2007-06-06,2007,6,6,ML (McGowan Lake),EB (East Brook),BP (Borgmann Pond),Visual Survey,14:30:00,10,2,"Jeffie McNeil, Hanni Borgemann",None,90,Light,24,0,,,,,,,,,,,,,
2010,2007-06-05,2007,6,5,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Radio Tracking,14:22:00,8,1,Jeffie McNeil,None,70,Light,26,17,,,,,,,,,,,,,
2011,2007-07-06,2007,7,6,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Visual Survey,20:52:00,8,1,Jeffie McNeil,Light Rain,100,Light,18,23,,,,,,,,,,,,,
2012,2007-06-07,2007,6,7,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:17:00,6,2,"Jeffie McNeil, Troy Frech",None,0,Calm,19,22,,,,,,,,,,,,,
2013,2007-06-08,2007,6,8,ML (McGowan Lake),JT (Joe Tom Brook),Smoothy's Cluster,Radio Tracking,21:05:00,5,1,Jeffie McNeil,None,0,Calm,22,22,,,,,,,,,,,,,
2013,2007-06-08,2007,6,8,ML (McGowan Lake),JT (Joe Tom Brook),Smoothy's Cluster,Radio Tracking,21:20:00,5,1,Jeffie McNeil,None,0,Calm,21,24,,,,,,,,,,,,,
2014,2007-06-08,2007,6,8,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:45:00,5,1,Jeffie McNeil,None,0,Light,23,24,,,,,,,,,,,,,
2014,2007-06-08,2007,6,8,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Radio Tracking,19:50:00,5,1,Jeffie McNeil,None,0,Light,23,0,,,,,,,,,,,,,
2014,2007-06-08,2007,6,8,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,20:15:00,15,1,Jeffie McNeil,None,0,Light,23,0,,,,,,,,,,,,,
2017,2007-06-08,2007,6,8,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Visual Survey,21:50:00,10,1,"Troy Frech, Jeffie McNeil",None,0,Calm,0,0,,,,,,,,,,,,,
2018,2007-06-09,2007,6,9,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,17:55:00,20,2,"Jeffie McNeil, Troy Frech",None,10,Light,24,26,,,,,,,,,,,,,
2018,2007-06-09,2007,6,9,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,18:05:00,10,2,"Jeffie McNeil, Troy Frech",None,10,Light,24,26,,,,,,,,,,,,,
2018,2007-06-09,2007,6,9,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Radio Tracking,18:10:00,10,2,"Jeffie McNeil, Troy Frech",None,10,Light,0,0,,,,,,,,,,,,,
2018,2007-06-09,2007,6,9,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Radio Tracking,18:15:00,10,2,"Jeffie McNeil, Troy Frech",None,10,Light,0,0,,,,,,,,,,,,,
2019,2007-06-09,2007,6,9,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Visual Survey,22:04:00,6,1,Troy Frech,None,90,Calm,18,0,,,,,,,,,,,,,
2022,2007-06-09,2007,6,9,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:50:00,5,1,Jeffie McNeil,None,0,Light,22,25,,,,,,,,,,,,,
2022,2007-06-09,2007,6,9,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Radio Tracking,19:56:00,5,1,Jeffie McNeil,None,0,Light,22,25,,,,,,,,,,,,,
2022,2007-06-09,2007,6,9,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,20:01:00,9,1,Jeffie McNeil,None,0,Light,22,24,,,,,,,,,,,,,
2022,2007-06-09,2007,6,9,ML (McGowan Lake),WB (West Bog),BC (West Bog Cove),Radio Tracking,20:10:00,10,1,Jeffie McNeil,None,0,Light,22,0,,,,,,,,,,,,,
2022,2007-06-09,2007,6,9,ML (McGowan Lake),WB (West Bog),E1 (Elizabeth Island 1),Radio Tracking,20:25:00,5,1,Jeffie McNeil,None,0,Light,22,23,,,,,,,,,,,,,
2023,2007-06-10,2007,6,10,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Set Traps,10:49:00,16,2,"Jeffie McNeil, Troy Frech",None,80,Calm,22,23,,,,,,,,,,,,,
2023,2007-06-10,2007,6,10,ML (McGowan Lake),EB (East Brook),BP (Borgmann Pond),Set Traps,11:00:00,20,2,"Jeffie McNeil, Troy Frech",None,80,Calm,23,21,,,,,,,,,,,,,
2028,2007-06-10,2007,6,10,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Check Traps,22:21:00,2,1,Troy Frech,None,100,Calm,0,0,,,,,,,,,,,,,
2029,2007-06-10,2007,6,10,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:50:00,5,1,Jeffie McNeil,None,80,Calm,26,23,,,,,,,,,,,,,
2029,2007-06-10,2007,6,10,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Radio Tracking,19:58:00,2,1,Jeffie McNeil,None,80,Calm,0,0,,,,,,,,,,,,,
2030,2007-06-10,2007,6,10,ML (McGowan Lake),WB (West Bog),LP (Lucy Peninsula),Radio Tracking,21:12:00,3,1,Jeffie McNeil,,0,,0,0,,,,,,,,,,,,,
2031,2007-06-11,2007,6,11,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Check Traps,18:11:00,1,1,Jeffie McNeil,Mod - Heavy Rain,100,Light,20,21,,,,,,,,,,,,,
2031,2007-06-11,2007,6,11,ML (McGowan Lake),EB (East Brook),BP (Borgmann Pond),Check Traps,18:16:00,1,1,Jeffie McNeil,Mod - Heavy Rain,100,Light,20,22,,,,,,,,,,,,,
2038,2007-06-12,2007,6,12,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Pull Traps,12:20:00,25,1,Jeffie McNeil,None,100,Light,18,19,,,,,,,,,,,,,
2038,2007-06-12,2007,6,12,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Check Traps,12:48:00,1,1,Jeffie McNeil,None,100,Light,0,0,,,,,,,,,,,,,
2043,2007-06-13,2007,6,13,ML (McGowan Lake),EB (East Brook),BP (Borgmann Pond),Pull Traps,19:40:00,10,2,"Jeffie McNeil, Megan Crowley",Drizzle / Mist,100,Calm,17,17.5,,,,,,,,,,,,,
2043,2007-06-13,2007,6,13,ML (McGowan Lake),EB (East Brook),PP (Peninsula Pond),Pull Traps,19:48:00,4,2,"Jeffie McNeil, Megan Crowley",Drizzle / Mist,100,Calm,17,18,,,,,,,,,,,,,
2049,2007-06-15,2007,6,15,ML (McGowan Lake),WB (West Bog),NC (North Cove),Radio Tracking,20:28:00,2,1,"Jeffie McNeil, Tara Imlay",None,100,Light,18,23,,,,,,,,,,,,,
2049,2007-06-15,2007,6,15,ML (McGowan Lake),WB (West Bog),NC (North Cove),Radio Tracking,21:48:00,11,1,"Jeffie McNeil, Tara Imlay",None,100,Light,18,22,,,,,,,,,,,,,
2049,2007-06-15,2007,6,15,ML (McGowan Lake),WB (West Bog),C6 (Cove 6),Radio Tracking,22:45:00,5,1,"Jeffie McNeil, Tara Imlay",None,100,Light,0,0,,,,,,,,,,,,,
2049,2007-06-15,2007,6,15,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,23:45:00,10,2,"Jeffie McNeil, Tara Imlay",None,100,Light,0,0,,,,,,,,,,,,,
2049,2007-06-15,2007,6,15,ML (McGowan Lake),WB (West Bog),DP (Deans Passage),Radio Tracking,00:20:00,20,2,"Jeffie McNeil, Tara Imlay",None,100,Light,0,0,,,,,,,,,,,,,
2049,2007-06-15,2007,6,15,ML (McGowan Lake),WB (West Bog),C8 (Cove 8),Radio Tracking,00:30:00,10,2,"Jeffie McNeil, Tara Imlay",Drizzle / Mist,100,Light,0,0,,,,,,,,,,,,,
2050,2007-06-15,2007,6,15,ML (McGowan Lake),EB (East Brook),BP (Borgmann Pond),Radio Tracking,19:40:00,4,2,"Jeffie McNeil, Tara Imlay",None,80,Light,18,0,,,,,,,,,,,,,
2050,2007-06-15,2007,6,15,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,19:48:00,14,2,"Jeffie McNeil, Tara Imlay",None,80,Light,18,0,,,,,,,,,,,,,
2054,2007-06-14,2007,6,14,ML (McGowan Lake),WB (West Bog),WR (Woods Road),Radio Tracking,21:40:00,20,2,"Troy Frech, Chris Wagner",None,0,Calm,10,0,,,,,,,,,,,,,
2061,2007-06-16,2007,6,16,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,19:58:00,2,1,"Jeffie McNeil, Troy Frech",None,70,Light,0,0,,,,,,,,,,,,,
2062,2007-06-16,2007,6,16,ML (McGowan Lake),JT (Joe Tom Brook),LI (Lumpy Island),Radio Tracking,00:40:00,10,2,"Troy Frech, Jeffie McNeil",Drizzle / Mist,100,Calm,0,0,,,,,,,,,,,,,
2065,2007-06-17,2007,6,17,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,20:00:00,20,2,"Jeffie McNeil, Troy Frech",None,40,Calm,24,24,,,,,,,,,,,,,
2068,2007-06-18,2007,6,18,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,21:45:00,3,1,Jeffie McNeil,None,0,Calm,18,0,,,,,,,,,,,,,
2093,2007-06-22,2007,6,22,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,20:10:00,20,2,"Jeffie McNeil, Hanni Borgmann",None,100,Calm,22,0,,,,,,,,,,,,,
2093,2007-06-22,2007,6,22,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Visual Survey,21:35:00,20,2,"Jeffie McNeil, Hanni Borgmann",None,100,Calm,0,0,,,,,,,,,,,,,
2093,2007-06-22,2007,6,22,ML (McGowan Lake),EB (East Brook),CF (Cabin Road Fork),Radio Tracking,22:00:00,10,2,"Jeffie McNeil, Hanni Borgmann",None,100,Calm,0,0,,,,,,,,,,,,,
2097,2007-06-22,2007,6,22,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Radio Tracking,22:50:00,32,2,"Troy Frech, Daniel McNeil, Jeffie McNeil, Hanni Borgmann",None,0,Calm,0,0,,,,,,,,,,,,,
2105,2007-06-16,2007,6,16,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,00:18:00,25,1,Peter Kydd,None,70,Calm,16,20,,,,,,,,,,,,,
2106,2007-06-18,2007,6,18,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Radio Tracking,15:17:00,64,2,"Peter Kydd, Jennifer McKinnon",None,5,Calm,23,23,,,,,,,,,,,,,
2106,2007-06-18,2007,6,18,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,16:50:00,16,2,"Peter Kydd, Jennifer McKinnon",None,5,Calm,23,23,,,,,,,,,,,,,
2108,2007-06-21,2007,6,21,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Radio Tracking,13:20:00,30,2,"Jennifer McKinnon, Peter Kydd",None,100,Light,22,21,,,,,,,,,,,,,
